Date;Time;Routine;Exercise;Set;Weight;Reps;Duration;Distance;Para6;Para7;Para8;Para9;Para10;Note;Type;Book;Version1
09.06.2025;07:22:27;A;Agachamento Búlgaro;1;0.0;16.0;;;111.0;111.0;;;;;1;1;1
09.06.2025;07:24:29;A;Agachamento Búlgaro;2;0.0;16.0;;;128.0;138.0;;;;;1;1;1
09.06.2025;07:26:43;A;Agachamento Búlgaro;3;0.0;16.0;;;82.0;111.0;;;;;1;1;1
09.06.2025;07:29:45;A;Mesa Flexora (deitado);1;18.0;8.0;;;92.0;112.0;;;;;1;1;1
09.06.2025;07:31:39;A;Mesa Flexora (deitado);2;18.0;8.0;;;109.0;109.0;;;;;1;1;1
09.06.2025;07:33:53;A;Mesa Flexora (deitado);3;18.0;8.0;;;108.0;108.0;;;;;1;1;1
09.06.2025;07:35:45;A;Lombar Banco Dorsal;1;0.0;10.0;;;114.0;119.0;;;;;1;1;1
09.06.2025;07:37:49;A;Lombar Banco Dorsal;2;0.0;15.0;;;122.0;129.0;;;;;1;1;1
09.06.2025;07:39:32;A;Lombar Banco Dorsal;3;0.0;15.0;;;;;;;;;1;1;1
10.06.2025;09:58:17;B;Puxada frontal (aberta);1;50.0;15.0;;;;;;;;;1;1;1
10.06.2025;10:00:22;B;Puxada frontal (aberta);2;40.0;15.0;;;;;;;;;1;1;1
10.06.2025;10:02:22;B;Puxada frontal (aberta);3;40.0;15.0;;;50.0;50.0;;;;;1;1;1
10.06.2025;10:04:41;B;Puxada frontal (aberta);4;40.0;15.0;;;85.0;120.0;;;;;1;1;1
10.06.2025;10:06:26;B;Puxada Vertical até o Peito, Pegada Supinada Fechada (sentado);1;40.0;10.0;;;124.0;124.0;;;;;1;1;1
10.06.2025;10:08:07;B;Puxada Vertical até o Peito, Pegada Supinada Fechada (sentado);2;40.0;10.0;;;89.0;127.0;;;;;1;1;1
10.06.2025;10:10:01;B;Puxada Vertical até o Peito, Pegada Supinada Fechada (sentado);3;40.0;10.0;;;88.0;125.0;;;;;1;1;1
10.06.2025;10:11:51;B;Puxada Vertical até o Peito, Pegada Supinada Fechada (sentado);4;40.0;10.0;;;122.0;122.0;;;;;1;1;1
10.06.2025;10:17:19;B;Remada Cavalo Fechada;1;20.0;13.0;;;122.0;122.0;;;;;1;1;1
10.06.2025;10:21:06;B;Remada Cavalo Fechada;2;20.0;12.0;;;135.0;135.0;;;;;1;1;1
10.06.2025;10:23:54;B;Remada Cavalo Fechada;3;20.0;12.0;;;122.0;122.0;;;;;1;1;1
10.06.2025;10:27:33;B;Remada Cavalo Fechada;4;20.0;10.0;;;79.0;122.0;;;;;1;1;1
10.06.2025;10:33:45;B;Remada Serrote Unilateral (Máquina);1;27.0;10.0;;;69.0;83.0;;;;;1;1;1
10.06.2025;10:35:55;B;Remada Serrote Unilateral (Máquina);2;32.0;10.0;;;68.0;81.0;;;;;1;1;1
10.06.2025;10:38:11;B;Remada Serrote Unilateral (Máquina);3;32.0;10.0;;;96.0;109.0;;;;;1;1;1
10.06.2025;10:40:16;B;Rosca Direta com Barra (em pé);1;17.5;12.0;;;55.0;55.0;;;;;1;1;1
10.06.2025;10:42:46;B;Rosca Direta com Barra (em pé);2;17.5;12.0;;;55.0;55.0;;;;;1;1;1
10.06.2025;10:44:50;B;Rosca Direta com Barra (em pé);3;17.5;6.0;;;55.0;55.0;;;;;1;1;1
10.06.2025;10:47:48;B;Rosca direta com barra W/EZ;1;18.0;10.0;;;53.0;55.0;;;;;1;1;1
10.06.2025;10:49:42;B;Rosca direta com barra W/EZ;2;18.0;10.0;;;54.0;54.0;;;;;1;1;1
10.06.2025;10:51:30;B;Rosca direta com barra W/EZ;3;18.0;10.0;;;81.0;83.0;;;;;1;1;1
10.06.2025;10:53:18;B;Crucifixo inverso na máquina (sentado);1;32.0;12.0;;;102.0;123.0;;;;;1;1;1
10.06.2025;10:56:03;B;Crucifixo inverso na máquina (sentado);2;32.0;12.0;;;100.0;119.0;;;;;1;1;1
10.06.2025;10:57:41;B;Crucifixo inverso na máquina (sentado);3;32.0;7.0;;;;;;;;;1;1;1
11.06.2025;08:46:45;C;Leg Press 45 graus;1;20.0;12.0;;;;;;;;;1;1;1
11.06.2025;08:48:50;C;Leg Press 45 graus;2;20.0;10.0;;;113.0;113.0;;;;;1;1;1
11.06.2025;08:50:47;C;Leg Press 45 graus;3;20.0;8.0;;;109.0;109.0;;;;;1;1;1
11.06.2025;08:55:23;C;Cadeira extensora;1;32.0;10.0;;;;;;;;;1;1;1
11.06.2025;08:57:05;C;Cadeira extensora;2;32.0;10.0;;;;;;;;;1;1;1
11.06.2025;08:58:38;C;Cadeira extensora;3;32.0;10.0;;;107.0;109.0;;;;;1;1;1
11.06.2025;09:02:48;C;Agachamento Sumô;1;18.0;12.0;;;109.0;109.0;;;;;1;1;1
11.06.2025;09:04:25;C;Agachamento Sumô;2;18.0;12.0;;;119.0;129.0;;;;;1;1;1
11.06.2025;09:06:10;C;Agachamento Sumô;3;18.0;12.0;;;122.0;135.0;;;;;1;1;1
11.06.2025;09:08:13;C;Agachamento Sumô;4;18.0;8.0;;;109.0;109.0;;;;;1;1;1
11.06.2025;09:13:34;C;Afundo 3x8 (cada lado);1;0.0;8.0;;;111.0;113.0;;;;;1;1;1
11.06.2025;09:15:47;C;Afundo 3x8 (cada lado);2;0.0;8.0;;;119.0;129.0;;;;;1;1;1
11.06.2025;09:18:54;C;Afundo 3x8 (cada lado);3;0.0;8.0;;;109.0;109.0;;;;;1;1;1
11.06.2025;09:20:46;C;Elevação de panturrilha na máquina (em pé);1;15.0;12.0;;;124.0;124.0;;;;;1;1;1
11.06.2025;09:22:53;C;Elevação de panturrilha na máquina (em pé);2;15.0;12.0;;;;;;;;;1;1;1
11.06.2025;09:24:11;C;Elevação de panturrilha na máquina (em pé);3;15.0;12.0;;;;;;;;;1;1;1
11.06.2025;09:26:10;C;Elevação de panturrilha na máquina (sentado);1;20.0;15.0;;;111.0;111.0;;;;;1;1;1
11.06.2025;09:28:48;C;Elevação de panturrilha na máquina (sentado);2;20.0;15.0;;;102.0;102.0;;;;;1;1;1
11.06.2025;09:30:35;C;Elevação de panturrilha na máquina (sentado);3;20.0;15.0;;;127.0;127.0;;;;;1;1;1
11.06.2025;09:32:56;C;Prancha (apoio nos antebraços);1;25.0;8.0;;;139.0;139.0;;;;;1;1;1
11.06.2025;09:35:04;C;Prancha (apoio nos antebraços);2;25.0;8.0;;;92.0;128.0;;;;;1;1;1
11.06.2025;10:50:32;C;Prancha (apoio nos antebraços);3;25.0;8.0;;;;;;;;;1;1;1
12.06.2025;08:46:04;D;Supino Articulado Máquina (Pré-ativação);1;50.0;12.0;;;50.0;50.0;;;;;1;1;1
12.06.2025;08:47:49;D;Supino Articulado Máquina (Pré-ativação);2;70.0;12.0;;;;;;;;;1;1;1
12.06.2025;08:50:35;D;Supino Articulado Máquina (Pré-ativação);3;50.0;12.0;;;86.0;86.0;;;;;1;1;1
12.06.2025;08:53:28;D;Supino Articulado Máquina (Pré-ativação);4;70.0;12.0;;;;;;;;;1;1;1
12.06.2025;08:55:38;D;Supino Articulado Máquina (Pré-ativação);5;50.0;12.0;;;72.0;88.0;;;;;1;1;1
12.06.2025;09:02:04;D;Crossover Polia Alta;1;10.0;15.0;;;;;;;;;1;1;1
12.06.2025;09:03:28;D;Crossover Polia Alta;2;10.0;15.0;;;;;;;;;1;1;1
12.06.2025;09:05:18;D;Crossover Polia Alta;3;10.0;15.0;;;121.0;122.0;;;;;1;1;1
12.06.2025;09:07:16;D;Crossover Polia Alta;4;10.0;15.0;;;;;;;;;1;1;1
12.06.2025;09:10:03;D;Crossover Polia Baixa;1;10.0;15.0;;;132.0;136.0;;;;;1;1;1
12.06.2025;09:11:53;D;Crossover Polia Baixa;2;10.0;8.0;;;106.0;109.0;;;;;1;1;1
12.06.2025;09:13:58;D;Crossover Polia Baixa;3;10.0;8.0;;;90.0;103.0;;;;;1;1;1
12.06.2025;09:16:04;D;Crossover Polia Baixa;4;10.0;8.0;;;77.0;103.0;;;;;1;1;1
12.06.2025;09:18:06;D;Supino na Máquina (inclinado);1;20.0;10.0;;;;;;;;;1;1;1
12.06.2025;09:24:30;D;Supino na Máquina (inclinado);2;40.0;10.0;;;76.0;101.0;;;;;1;1;1
12.06.2025;09:26:28;D;Supino na Máquina (inclinado);3;40.0;7.0;;;101.0;101.0;;;;;1;1;1
12.06.2025;09:30:21;D;Tríceps Polia Barra Reta;1;30.0;15.0;;;112.0;122.0;;;;;1;1;1
12.06.2025;09:32:17;D;Tríceps Polia Barra Reta;2;30.0;12.0;;;88.0;89.0;;;;;1;1;1
12.06.2025;09:34:41;D;Tríceps Polia Barra Reta;3;30.0;10.0;;;82.0;90.0;;;;;1;1;1
12.06.2025;09:36:43;D;Tríceps Polia Barra Reta;4;30.0;8.0;;;;;;;;;1;1;1
12.06.2025;09:42:03;D;Tríceps Francês Polia Baixa;1;15.0;10.0;;;104.0;104.0;;;;;1;1;1
12.06.2025;09:44:05;D;Tríceps Francês Polia Baixa;2;15.0;10.0;;;106.0;109.0;;;;;1;1;1
12.06.2025;09:46:59;D;Tríceps Francês Polia Baixa;3;15.0;10.0;;;;;;;;;1;1;1
13.06.2025;07:16:38;E;Graviton Aberto;1;70.0;10.0;;;;;;;;;1;1;1
13.06.2025;07:18:32;E;Graviton Aberto;2;70.0;10.0;;;;;;;;;1;1;1
13.06.2025;07:20:25;E;Graviton Aberto;3;70.0;10.0;;;;;;;;;1;1;1
13.06.2025;07:22:50;E;Desenvolvimento na máquina (sentado);1;20.0;12.0;;;118.0;118.0;;;;;1;1;1
13.06.2025;07:25:09;E;Desenvolvimento na máquina (sentado);2;20.0;12.0;;;46.0;46.0;;;;;1;1;1
13.06.2025;07:27:29;E;Desenvolvimento na máquina (sentado);3;20.0;10.0;;;104.0;104.0;;;;;1;1;1
13.06.2025;07:29:46;E;Elevação Lateral com Halteres (em pé);1;18.0;10.0;;;;;;;;;1;1;1
13.06.2025;07:31:22;E;Elevação Lateral com Halteres (em pé);2;18.0;10.0;;;98.0;98.0;;;;;1;1;1
13.06.2025;07:32:53;E;Elevação Lateral com Halteres (em pé);3;18.0;10.0;;;;;;;;;1;1;1
13.06.2025;07:34:40;E;Elevação Frontal Cross;1;15.0;7.0;;;47.0;47.0;;;;;1;1;1
13.06.2025;07:36:27;E;Elevação Frontal Cross;2;10.0;10.0;;;;;;;;;1;1;1
13.06.2025;07:38:08;E;Elevação Frontal Cross;3;10.0;10.0;;;;;;;;;1;1;1
13.06.2025;07:40:54;E;Crucifixo inverso na máquina (sentado);1;27.0;10.0;;;120.0;120.0;;;;;1;1;1
13.06.2025;07:42:30;E;Crucifixo inverso na máquina (sentado);2;27.0;10.0;;;89.0;89.0;;;;;1;1;1
13.06.2025;07:44:07;E;Crucifixo inverso na máquina (sentado);3;27.0;10.0;;;;;;;;;1;1;1
13.06.2025;07:49:02;E;Abdominal Máquina Reto e Oblíquos 3x15 + 10 (cada lado);1;10.0;10.0;;;;;;;;;1;1;1
16.06.2025;08:54:48;A;Mobilidade de Inferiores;1;0.0;15.0;;;;;;;;;1;1;1
16.06.2025;08:58:11;A;Mobilidade de Inferiores;2;0.0;15.0;;;;;;;;;1;1;1
16.06.2025;08:58:28;A;Mobilidade de Inferiores;3;0.0;15.0;;;129.0;129.0;;;;;1;1;1
16.06.2025;09:01:20;A;Agachamento Sumo;1;18.0;12.0;;;105.0;105.0;;;;;1;1;1
16.06.2025;09:03:24;A;Agachamento Sumo;2;18.0;10.0;;;;;;;;;1;1;1
16.06.2025;09:05:13;A;Agachamento Sumo;3;18.0;8.0;;;105.0;105.0;;;;;1;1;1
16.06.2025;09:06:55;A;Agachamento Sumo;4;18.0;6.0;;;105.0;105.0;;;;;1;1;1
16.06.2025;09:09:38;A;Leg Press 45 graus;1;20.0;12.0;;;122.0;131.0;;;;;1;1;1
16.06.2025;09:12:56;A;Leg Press 45 graus;2;20.0;12.0;;;127.0;133.0;;;;;1;1;1
16.06.2025;09:14:46;A;Leg Press 45 graus;3;20.0;10.0;;;118.0;118.0;;;;;1;1;1
16.06.2025;09:16:58;A;Leg Press 45 graus;4;20.0;8.0;;;118.0;118.0;;;;;1;1;1
16.06.2025;09:19:35;A;Abdução na Máquina (sentado);1;36.0;15.0;;;84.0;118.0;;;;;1;1;1
16.06.2025;09:21:01;A;Abdução na Máquina (sentado);2;36.0;12.0;;;126.0;128.0;;;;;1;1;1
16.06.2025;09:23:07;A;Abdução na Máquina (sentado);3;36.0;12.0;;;;;;;;;1;1;1
16.06.2025;09:24:37;A;Abdução na Máquina (sentado);4;36.0;10.0;;;;;;;;;1;1;1
16.06.2025;09:28:09;A;Agachamento Búlgaro;1;0.0;12.0;;;;;;;;;1;1;1
16.06.2025;09:31:49;A;Agachamento Búlgaro;2;0.0;16.0;;;77.0;104.0;;;;;1;1;1
16.06.2025;09:35:38;A;Agachamento Búlgaro;3;0.0;16.0;;;104.0;104.0;;;;;1;1;1
16.06.2025;09:41:13;A;Elevação Pélvica;1;10.0;10.0;;;89.0;89.0;;;;;1;1;1
16.06.2025;09:43:18;A;Elevação Pélvica;2;10.0;10.0;;;78.0;78.0;;;;;1;1;1
16.06.2025;09:45:16;A;Elevação Pélvica;3;10.0;10.0;;;101.0;101.0;;;;;1;1;1
16.06.2025;09:47:31;A;Elevação Pélvica;4;10.0;10.0;;;104.0;104.0;;;;;1;1;1
16.06.2025;09:49:51;A;Mesa Flexora (deitado);1;18.0;8.0;;;81.0;106.0;;;;;1;1;1
16.06.2025;09:51:06;A;Mesa Flexora (deitado);2;18.0;8.0;;;;;;;;;1;1;1
16.06.2025;09:54:48;A;Mesa Flexora (deitado);3;18.0;8.0;;;;;;;;;1;1;1
16.06.2025;09:56:27;A;Lombar Banco Dorsal;1;0.0;10.0;;;133.0;136.0;;;;;1;1;1
16.06.2025;09:58:14;A;Lombar Banco Dorsal;2;0.0;13.0;;;139.0;139.0;;;;;1;1;1
16.06.2025;10:00:21;A;Lombar Banco Dorsal;3;0.0;12.0;;;;;;;;;1;1;1
17.06.2025;08:36:10;B;Puxada frontal (aberta);1;50.0;15.0;;;;;;;;;1;1;1
17.06.2025;08:39:01;B;Puxada frontal (aberta);2;40.0;15.0;;;127.0;129.0;;;;;1;1;1
17.06.2025;08:41:44;B;Puxada frontal (aberta);3;40.0;15.0;;;;;;;;;1;1;1
17.06.2025;08:44:20;B;Puxada frontal (aberta);4;40.0;15.0;;;145.0;145.0;;;;;1;1;1
17.06.2025;08:46:51;B;Puxada Vertical até o Peito, Pegada Supinada Fechada (sentado);1;40.0;10.0;;;126.0;126.0;;;;;1;1;1
17.06.2025;08:49:23;B;Puxada Vertical até o Peito, Pegada Supinada Fechada (sentado);2;40.0;10.0;;;94.0;133.0;;;;;1;1;1
17.06.2025;08:51:00;B;Puxada Vertical até o Peito, Pegada Supinada Fechada (sentado);3;40.0;10.0;;;;;;;;;1;1;1
17.06.2025;08:54:05;B;Puxada Vertical até o Peito, Pegada Supinada Fechada (sentado);4;40.0;10.0;;;;;;;;;1;1;1
17.06.2025;09:00:04;B;Remada Cavalo Fechada;1;20.0;12.0;;;107.0;108.0;;;;;1;1;1
17.06.2025;09:02:32;B;Remada Cavalo Fechada;2;20.0;12.0;;;115.0;122.0;;;;;1;1;1
17.06.2025;09:07:03;B;Remada Cavalo Fechada;3;20.0;10.0;;;120.0;124.0;;;;;1;1;1
17.06.2025;09:09:23;B;Remada Cavalo Fechada;4;20.0;10.0;;;114.0;122.0;;;;;1;1;1
17.06.2025;09:14:00;B;Remada Serrote Unilateral (Máquina);1;27.0;10.0;;;124.0;136.0;;;;;1;1;1
17.06.2025;09:16:17;B;Remada Serrote Unilateral (Máquina);2;32.0;10.0;;;106.0;106.0;;;;;1;1;1
17.06.2025;09:18:29;B;Remada Serrote Unilateral (Máquina);3;32.0;10.0;;;101.0;101.0;;;;;1;1;1
17.06.2025;09:22:24;B;Rosca Direta com Barra (em pé);1;17.5;12.0;;;100.0;102.0;;;;;1;1;1
17.06.2025;09:25:24;B;Rosca Direta com Barra (em pé);2;17.5;12.0;;;121.0;134.0;;;;;1;1;1
17.06.2025;09:29:01;B;Rosca Direta com Barra (em pé);3;17.5;11.0;;;128.0;134.0;;;;;1;1;1
17.06.2025;09:31:33;B;Rosca direta com barra W/EZ;1;18.0;10.0;;;115.0;135.0;;;;;1;1;1
17.06.2025;09:33:49;B;Rosca direta com barra W/EZ;2;18.0;10.0;;;113.0;120.0;;;;;1;1;1
17.06.2025;09:35:33;B;Rosca direta com barra W/EZ;3;18.0;10.0;;;;;;;;;1;1;1
18.06.2025;09:36:16;C;Leg Press 45 graus;1;20.0;12.0;;;85.0;112.0;;;;;1;1;1
18.06.2025;09:37:59;C;Leg Press 45 graus;2;20.0;10.0;;;104.0;119.0;;;;;1;1;1
18.06.2025;09:39:31;C;Leg Press 45 graus;3;20.0;8.0;;;99.0;122.0;;;;;1;1;1
18.06.2025;09:42:07;C;Cadeira extensora;1;32.0;10.0;;;106.0;123.0;;;;;1;1;1
18.06.2025;09:43:33;C;Cadeira extensora;2;32.0;10.0;;;96.0;113.0;;;;;1;1;1
18.06.2025;09:44:55;C;Cadeira extensora;3;32.0;10.0;;;88.0;88.0;;;;;1;1;1
18.06.2025;09:47:52;C;Agachamento Sumô;1;18.0;12.0;;;103.0;118.0;;;;;1;1;1
18.06.2025;09:49:36;C;Agachamento Sumô;2;18.0;10.0;;;88.0;88.0;;;;;1;1;1
18.06.2025;09:51:10;C;Agachamento Sumô;3;18.0;8.0;;;;;;;;;1;1;1
18.06.2025;09:54:20;C;Afundo 3x8 (cada lado);1;5.0;8.0;;;;;;;;;1;1;1
18.06.2025;09:57:20;C;Afundo 3x8 (cada lado);2;5.0;8.0;;;118.0;118.0;;;;;1;1;1
18.06.2025;09:59:57;C;Afundo 3x8 (cada lado);3;5.0;8.0;;;75.0;75.0;;;;;1;1;1
18.06.2025;10:01:56;C;Elevação de panturrilha na máquina (em pé);1;20.0;12.0;;;87.0;92.0;;;;;1;1;1
18.06.2025;10:03:29;C;Elevação de panturrilha na máquina (em pé);2;20.0;12.0;;;134.0;134.0;;;;;1;1;1
18.06.2025;10:05:03;C;Elevação de panturrilha na máquina (em pé);3;20.0;12.0;;;112.0;126.0;;;;;1;1;1
18.06.2025;10:09:53;C;Elevação de panturrilha na máquina (sentado);1;20.0;15.0;;;121.0;129.0;;;;;1;1;1
18.06.2025;10:11:48;C;Elevação de panturrilha na máquina (sentado);2;30.0;15.0;;;122.0;135.0;;;;;1;1;1
18.06.2025;10:14:33;C;Elevação de panturrilha na máquina (sentado);3;30.0;15.0;;;133.0;135.0;;;;;1;1;1
18.06.2025;10:16:25;C;Prancha (apoio nos antebraços);1;25.0;12.0;;;122.0;136.0;;;;;1;1;1
18.06.2025;10:19:32;C;Prancha (apoio nos antebraços);2;30.0;12.0;;;;;;;;;1;1;1
19.06.2025;20:17:47;D;Supino Articulado Máquina (Pré-ativação);1;60.0;12.0;;;44.0;44.0;;;;;1;1;1
19.06.2025;20:20:41;D;Supino Articulado Máquina (Pré-ativação);2;80.0;10.0;;;45.0;47.0;;;;;1;1;1
19.06.2025;20:23:03;D;Supino Articulado Máquina (Pré-ativação);3;60.0;12.0;;;94.0;94.0;;;;;1;1;1
19.06.2025;20:24:54;D;Supino Articulado Máquina (Pré-ativação);4;80.0;12.0;;;74.0;74.0;;;;;1;1;1
19.06.2025;20:26:36;D;Supino Articulado Máquina (Pré-ativação);5;60.0;12.0;;;64.0;72.0;;;;;1;1;1
19.06.2025;20:30:24;D;Tríceps Polia Barra Reta;1;30.0;12.0;;;104.0;104.0;;;;;1;1;1
19.06.2025;20:32:07;D;Tríceps Polia Barra Reta;2;30.0;12.0;;;101.0;101.0;;;;;1;1;1
19.06.2025;20:34:03;D;Tríceps Polia Barra Reta;3;30.0;12.0;;;101.0;101.0;;;;;1;1;1
19.06.2025;20:35:51;D;Tríceps Polia Barra Reta;4;25.0;15.0;;;101.0;101.0;;;;;1;1;1
19.06.2025;20:38:13;D;Supino na Máquina (inclinado);1;20.0;10.0;;;101.0;101.0;;;;;1;1;1
19.06.2025;20:40:03;D;Supino na Máquina (inclinado);2;30.0;10.0;;;101.0;101.0;;;;;1;1;1
19.06.2025;20:41:46;D;Supino na Máquina (inclinado);3;30.0;7.0;;;;;;;;;1;1;1
19.06.2025;20:45:27;D;Crossover Polia Alta;1;10.0;10.0;;;;;;;;;1;1;1
19.06.2025;20:47:24;D;Crossover Polia Alta;2;10.0;15.0;;;89.0;89.0;;;;;1;1;1
19.06.2025;20:49:21;D;Crossover Polia Alta;3;10.0;15.0;;;;;;;;;1;1;1
19.06.2025;20:51:04;D;Crossover Polia Alta;4;10.0;15.0;;;82.0;82.0;;;;;1;1;1
19.06.2025;20:53:11;D;Crossover Polia Baixa;1;10.0;10.0;;;;;;;;;1;1;1
19.06.2025;20:55:04;D;Crossover Polia Baixa;2;10.0;8.0;;;;;;;;;1;1;1
19.06.2025;20:56:51;D;Crossover Polia Baixa;3;10.0;8.0;;;;;;;;;1;1;1
19.06.2025;20:59:14;D;Crossover Polia Baixa;4;10.0;8.0;;;;;;;;;1;1;1
19.06.2025;21:01:42;D;Tríceps Francês Polia Baixa;1;20.0;10.0;;;118.0;118.0;;;;;1;1;1
19.06.2025;21:03:13;D;Tríceps Francês Polia Baixa;2;20.0;10.0;;;115.0;115.0;;;;;1;1;1
19.06.2025;21:04:50;D;Tríceps Francês Polia Baixa;3;20.0;10.0;;;;;;;;;1;1;1
19.06.2025;21:11:23;D;Tríceps Máquina Paralelas;1;36.0;12.0;;;96.0;96.0;;;;;1;1;1
19.06.2025;21:12:55;D;Tríceps Máquina Paralelas;2;40.0;12.0;;;86.0;86.0;;;;;1;1;1
19.06.2025;21:14:25;D;Tríceps Máquina Paralelas;3;40.0;12.0;;;;;;;;;1;1;1
20.06.2025;20:45:42;E;Graviton Aberto;1;70.0;10.0;;;57.0;57.0;;;;;1;1;1
20.06.2025;20:47:42;E;Graviton Aberto;2;80.0;10.0;;;100.0;100.0;;;;;1;1;1
20.06.2025;20:50:13;E;Graviton Aberto;3;70.0;10.0;;;;;;;;;1;1;1
20.06.2025;20:52:34;E;Desenvolvimento na máquina (sentado);1;20.0;12.0;;;;;;;;;1;1;1
20.06.2025;20:55:02;E;Desenvolvimento na máquina (sentado);2;20.0;12.0;;;53.0;53.0;;;;;1;1;1
20.06.2025;20:56:57;E;Desenvolvimento na máquina (sentado);3;20.0;7.0;;;;;;;;;1;1;1
20.06.2025;20:59:30;E;Elevação Lateral com Halteres (em pé);1;18.0;10.0;;;;;;;;;1;1;1
20.06.2025;21:01:03;E;Elevação Lateral com Halteres (em pé);2;18.0;10.0;;;92.0;95.0;;;;;1;1;1
20.06.2025;21:02:34;E;Elevação Lateral com Halteres (em pé);3;18.0;10.0;;;118.0;118.0;;;;;1;1;1
20.06.2025;21:05:04;E;Crucifixo inverso na máquina (sentado);1;27.0;10.0;;;102.0;122.0;;;;;1;1;1
20.06.2025;21:07:11;E;Crucifixo inverso na máquina (sentado);2;27.0;10.0;;;85.0;85.0;;;;;1;1;1
20.06.2025;21:08:51;E;Crucifixo inverso na máquina (sentado);3;27.0;10.0;;;;;;;;;1;1;1
20.06.2025;21:16:26;E;Abdominal na máquina (sentado);1;25.0;10.0;;;54.0;54.0;;;;;1;1;1
20.06.2025;21:18:48;E;Abdominal na máquina (sentado);2;30.0;10.0;;;91.0;91.0;;;;;1;1;1
20.06.2025;21:20:30;E;Abdominal na máquina (sentado);3;30.0;10.0;;;92.0;92.0;;;;;1;1;1
20.06.2025;21:25:19;E;Elevação Frontal Cross;1;15.0;10.0;;;101.0;106.0;;;;;1;1;1
20.06.2025;21:26:52;E;Elevação Frontal Cross;2;15.0;10.0;;;121.0;121.0;;;;;1;1;1
20.06.2025;21:29:01;E;Elevação Frontal Cross;3;15.0;10.0;;;117.0;117.0;;;;;1;1;1
20.06.2025;21:30:47;E;Elevação de panturrilha na máquina (sentado);1;20.0;15.0;;;92.0;92.0;;;;;1;1;1
20.06.2025;21:32:46;E;Elevação de panturrilha na máquina (sentado);2;20.0;15.0;;;;;;;;;1;1;1
21.06.2025;19:47:28;B;Puxada frontal (aberta);1;40.0;15.0;;;86.0;86.0;;;;;1;1;1
21.06.2025;19:49:31;B;Puxada frontal (aberta);2;40.0;15.0;;;84.0;84.0;;;;;1;1;1
21.06.2025;19:51:38;B;Puxada frontal (aberta);3;40.0;15.0;;;87.0;87.0;;;;;1;1;1
21.06.2025;19:53:35;B;Puxada frontal (aberta);4;40.0;15.0;;;101.0;101.0;;;;;1;1;1
21.06.2025;19:55:24;B;Puxada Vertical até o Peito, Pegada Supinada Fechada (sentado);1;40.0;10.0;;;97.0;101.0;;;;;1;1;1
21.06.2025;19:57:34;B;Puxada Vertical até o Peito, Pegada Supinada Fechada (sentado);2;40.0;10.0;;;97.0;97.0;;;;;1;1;1
21.06.2025;20:00:07;B;Puxada Vertical até o Peito, Pegada Supinada Fechada (sentado);3;40.0;10.0;;;97.0;97.0;;;;;1;1;1
21.06.2025;20:01:40;B;Puxada Vertical até o Peito, Pegada Supinada Fechada (sentado);4;40.0;10.0;;;54.0;54.0;;;;;1;1;1
21.06.2025;20:08:51;B;Remada Cavalo Fechada;1;20.0;15.0;;;;;;;;;1;1;1
21.06.2025;20:09:13;B;Remada Cavalo Fechada;2;20.0;7.0;;;;;;;;;1;1;1
21.06.2025;20:12:23;B;Remada Cavalo Fechada;3;20.0;12.0;;;;;;;;;1;1;1
21.06.2025;20:16:45;B;Remada Cavalo Fechada;4;20.0;10.0;;;;;;;;;1;1;1
21.06.2025;20:21:21;B;Rosca Direta com Barra (em pé);1;17.5;12.0;;;;;;;;;1;1;1
21.06.2025;20:25:10;B;Rosca Direta com Barra (em pé);2;20.0;12.0;;;110.0;110.0;;;;;1;1;1
21.06.2025;20:27:35;B;Rosca Direta com Barra (em pé);3;20.0;12.0;;;51.0;51.0;;;;;1;1;1
21.06.2025;20:30:12;B;Remada Serrote Unilateral (Máquina);1;32.0;10.0;;;90.0;90.0;;;;;1;1;1
21.06.2025;20:32:31;B;Remada Serrote Unilateral (Máquina);2;32.0;10.0;;;67.0;89.0;;;;;1;1;1
21.06.2025;20:34:37;B;Remada Serrote Unilateral (Máquina);3;32.0;10.0;;;77.0;90.0;;;;;1;1;1
21.06.2025;20:36:33;B;Rosca direta com barra W/EZ;1;18.0;10.0;;;89.0;89.0;;;;;1;1;1
21.06.2025;20:38:31;B;Rosca direta com barra W/EZ;2;23.0;10.0;;;89.0;89.0;;;;;1;1;1
21.06.2025;20:40:23;B;Rosca direta com barra W/EZ;3;23.0;10.0;;;;;;;;;1;1;1
23.06.2025;22:53:19;A;Mobilidade de Inferiores;1;0.0;15.0;;;;;;;;;1;1;1
23.06.2025;22:53:43;A;Mobilidade de Inferiores;2;0.0;15.0;;;49.0;49.0;;;;;1;1;1
23.06.2025;22:55:34;A;Agachamento Sumo;1;18.0;12.0;;;79.0;106.0;;;;;1;1;1
23.06.2025;22:58:08;A;Agachamento Sumo;2;18.0;10.0;;;70.0;70.0;;;;;1;1;1
23.06.2025;22:59:29;A;Agachamento Sumo;3;18.0;8.0;;;113.0;113.0;;;;;1;1;1
23.06.2025;23:01:15;A;Agachamento Sumo;4;18.0;6.0;;;58.0;60.0;;;;;1;1;1
23.06.2025;23:02:51;A;Mobilidade de Inferiores;3;0.0;15.0;;;;;;;;;1;1;1
23.06.2025;23:05:22;A;Leg Press 45 graus;1;20.0;15.0;;;121.0;123.0;;;;;1;1;1
